Date,Temp_max(c),Temp_avg(c),Temp_min(c),Dew_max(c),Dew_avg(c),Dew_min(c),Hum_max(%),Hum_avg(%),Hum_min(%),Wind_max(mph),Wind_avg(mph),Wind_min(mph),Pres_max(in),Pres_avg(in),Pres_min(in),Precipitation
8/03/2013,33.9,27.5,23.9,26.1,24.5,22.8,100,85,59,12,2.9,0,29.8,29.7,29.7,0
9/03/2013,32.8,28.3,25,26.1,25.2,23.9,100,84,66,8,2.7,0,29.8,29.7,29.6,0
10/03/2013,32.8,28.1,25,27.2,25.5,25,100,86.5,70,10,3.2,0,29.8,29.7,29.6,0
11/03/2013,32.8,28.3,26.1,27.2,25.3,23.9,94,84.3,70,10,2.3,0,29.8,29.7,29.6,0
12/03/2013,32.8,27.9,25,27.2,25.2,23.9,100,85.7,66,10,2.7,0,29.8,29.7,29.6,0
13/03/2013,32.8,28.1,23.9,26.1,25.1,22.8,100,84.8,66,12,3.2,0,29.8,29.7,29.6,0
14/03/2013,32.8,27.3,25,27.2,24.7,22.8,94,86.5,66,17,2.2,0,29.8,29.7,29.7,0
15/03/2013,33.9,28.1,23.9,26.1,25.1,23.9,100,84.1,59,9,3.1,0,29.9,29.8,29.7,0
16/03/2013,33.9,28.8,25,27.2,24.9,23.9,100,81.2,59,14,4,0,29.8,29.8,29.7,0
17/03/2013,33.9,27.5,23.9,26.1,24.7,23.9,100,86.2,63,14,3.3,0,29.8,29.8,29.7,0
18/03/2013,33.9,28.9,25,27.2,25.7,25,100,83.6,66,10,3.2,0,29.8,29.7,29.6,0
19/03/2013,35,29.2,26.1,27.2,25.8,25,94,82.4,63,12,4.1,0,29.7,29.7,29.6,0
20/03/2013,32.8,28.6,26.1,27.2,25.8,25,94,85.2,66,13,3.1,0,29.8,29.7,29.6,0
21/03/2013,32.8,27.8,25,27.2,25.6,23.9,100,88.6,66,15,3.5,0,29.8,29.7,29.6,0
22/03/2013,33.9,28.3,26.1,27.2,25.7,25,100,86.3,63,18,3.2,0,29.7,29.7,29.6,0
23/03/2013,35,28.4,25,27.8,25.7,23.9,94,86.2,63,14,4,0,29.7,29.7,29.6,0
24/03/2013,32.2,27.7,25,27.2,25.7,25,100,89.1,75,8,2.3,0,29.8,29.7,29.6,0
25/03/2013,33.9,29.1,26.1,27.2,26.3,25,100,85.3,63,13,4.1,0,29.7,29.7,29.6,0
26/03/2013,33.9,28.9,25,27.2,25.8,23.9,100,84,67,13,3.7,0,29.7,29.7,29.6,0
27/03/2013,32.2,28.9,27.2,27.2,26.2,25,94,85.1,70,12,4.3,0,29.8,29.7,29.6,0
28/03/2013,32.8,28.5,26.1,27.8,26.6,26.1,100,89.2,75,9,2.8,0,29.7,29.7,29.6,0
29/03/2013,32.2,28.3,25,27.2,26.1,23.9,100,87.8,75,10,3.2,0,29.7,29.7,29.6,0
30/03/2013,32.8,28.3,25,27.8,26.1,25,100,88,71,10,2.9,0,29.7,29.6,29.6,0
31/03/2013,35,28.5,26.1,27.8,26.3,25,100,88.2,63,9,2.5,0,29.7,29.7,29.6,0
1/04/2013,33.9,29.1,26.1,27.8,25.9,25,94,83.5,63,8,2.8,0,29.7,29.7,29.6,0
2/04/2013,31.1,28.3,26.1,27.2,26.3,25,100,88.5,79,13,3.9,0,29.8,29.7,29.6,0
3/04/2013,32.2,28.5,27.2,27.2,26.1,25,94,86.9,70,13,3,0,29.7,29.7,29.6,0
4/04/2013,33.9,29.2,26.1,27.2,26,25,94,83.1,66,9,3.8,0,29.7,29.6,29.5,0
5/04/2013,33.9,29.2,27.2,27.2,26.2,25,94,83.9,67,16,5,0,29.7,29.6,29.6,0
6/04/2013,32.2,27.8,26.1,27.2,25.7,25,94,88.8,75,12,6,1,29.7,29.6,29.6,0
7/04/2013,32.8,28.2,25,27.2,25.1,22.8,94,83.8,70,13,6.3,0,29.7,29.6,29.6,0
8/04/2013,33.9,28.8,25,27.2,25.3,23.9,94,81.9,63,10,4.2,0,29.7,29.6,29.6,0
9/04/2013,32.8,29.4,25,27.8,26.2,25,100,83,66,9,4.8,1,29.8,29.7,29.6,0
10/04/2013,33.9,26.9,23.9,27.2,24.9,22.8,100,89.5,63,15,3.5,0,29.7,29.7,29.6,0
11/04/2013,32.2,27,23.9,26.1,24.6,22.8,100,87.4,70,9,4.2,0,29.7,29.7,29.6,0
12/04/2013,33.9,28.4,23.9,27.2,25.4,23.9,100,84.3,63,10,3.3,0,29.7,29.6,29.6,0
13/04/2013,32.8,29.4,26.1,27.8,26.6,25,100,84.8,71,8,3.1,0,29.7,29.7,29.6,0
14/04/2013,32.8,28.8,26.1,27.2,25.8,23.9,94,83.9,71,6,3,0,29.8,29.7,29.6,0
15/04/2013,35,30.1,26.1,27.2,25.4,23.9,94,76.8,56,8,3.4,0,29.7,29.7,29.6,0
16/04/2013,35,30.6,26.1,27.2,25.6,23.9,94,75.3,56,9,3.6,0,29.7,29.6,29.6,0
17/04/2013,32.8,29.3,26.1,27.2,25.2,22.8,89,78.8,66,9,4.7,0,29.7,29.6,29.6,0
18/04/2013,33.9,29.9,26.1,27.2,25.6,23.9,94,78.2,59,12,5.9,0,29.7,29.6,29.6,0
19/04/2013,32.8,28.9,27.2,27.2,26.5,26.1,100,86.1,66,13,3.9,0,29.7,29.6,29.6,0
20/04/2013,35,29.3,26.1,27.2,25.9,25,94,82.3,63,10,4,0,29.7,29.7,29.6,0
21/04/2013,32.8,28.8,26.1,27.2,26,25,94,85.6,70,10,3.4,0,29.8,29.7,29.6,0
22/04/2013,33.9,27.5,22.8,27.2,25.4,22.8,100,89,67,13,2.6,0,29.8,29.7,29.6,0
23/04/2013,32.8,27,25,27.2,25.4,23.9,100,91.2,71,12,2.2,0,29.8,29.7,29.7,0
24/04/2013,33.9,27.2,25,27.8,24.7,23.9,100,87.3,63,13,3.3,0,29.8,29.7,29.6,0
25/04/2013,33.9,27.7,23.9,26.1,24.8,22.8,100,85,63,10,3.5,0,29.8,29.7,29.6,0
26/04/2013,32.8,27.7,26.1,27.2,25.2,23.9,94,87.1,70,10,2.7,0,29.8,29.7,29.7,0
27/04/2013,33.9,28.3,25,27.2,25.2,23.9,94,83.7,67,13,4.6,1,29.8,29.7,29.6,0
28/04/2013,32.2,28.1,25,27.2,25.4,23.9,100,86,70,9,3.3,0,29.8,29.7,29.6,0
29/04/2013,32.2,27.4,25,27.8,25.5,23.9,100,89.9,75,9,3.4,0,29.8,29.7,29.6,0
30/04/2013,32.8,27.2,25,27.2,25.6,23.9,100,91.3,66,12,3.3,0,29.7,29.7,29.6,0
1/05/2013,31.1,27.7,25,26.1,25.2,25,100,86.6,70,8,2.8,0,29.7,29.7,29.6,0
2/05/2013,32.8,28.6,25,27.2,25.6,23.9,100,84.2,63,12,3,0,29.7,29.6,29.6,0
3/05/2013,32.2,27.7,23.9,27.2,25.4,23.9,100,88.5,75,7,3.2,1,29.7,29.6,29.6,0
4/05/2013,33.9,27.7,25,27.8,25.7,23.9,100,89.6,66,7,3,0,29.7,29.6,29.6,0
5/05/2013,32.2,27.8,26.1,27.8,26,25,100,90.9,75,9,3,0,29.7,29.7,29.6,0
6/05/2013,33.9,28.1,25,27.8,26,23.9,100,89.2,66,9,3,0,29.8,29.6,29.6,0
7/05/2013,33.9,27.8,23.9,28.9,25.1,23.9,100,86.3,59,8,3.7,0,29.7,29.6,29.6,0
8/05/2013,32.2,27.4,25,27.2,25.8,25,100,91.6,70,8,2.2,0,29.7,29.7,29.6,0
9/05/2013,33.9,29.9,26.1,26.1,25.4,23.9,100,78.3,59,12,4.8,0,29.7,29.7,29.6,0
10/05/2013,35,30.6,27.2,27.2,25.5,23.9,94,75,56,14,6.5,0,29.7,29.6,29.6,0
11/05/2013,33.9,30.8,27.2,26.1,24.9,23.9,89,71.5,56,12,5.7,1,29.7,29.6,29.6,0
12/05/2013,35,30.6,27.2,26.1,24.8,22.8,84,71.8,53,9,5.2,1,29.7,29.7,29.6,0
13/05/2013,35,30.6,27.2,27.2,25.4,23.9,89,74.6,56,9,3.7,0,29.7,29.7,29.6,0
14/05/2013,35,30.1,27.2,27.8,26.4,25,89,81,59,8,2.6,0,29.7,29.6,29.6,0
15/05/2013,35,29.1,27.2,27.8,26.6,25,94,86.1,63,9,3,0,29.7,29.6,29.6,0
16/05/2013,35,29.7,26.1,26.1,25.4,23.9,94,78.8,56,14,4,0,29.7,29.6,29.6,0
17/05/2013,31.1,27.7,23.9,26.1,24.8,22.8,94,84.8,66,10,2.9,0,29.8,29.7,29.6,0
18/05/2013,35,29.6,25,26.1,24.2,22.8,94,74.9,52,10,4.1,0,29.7,29.7,29.6,0
19/05/2013,33.9,29.8,26.1,26.1,25.6,25,100,78.6,59,9,4.1,0,29.7,29.7,29.6,0
20/05/2013,32.8,28.6,22.8,26.1,25,22.2,100,81.1,59,10,4,0,29.8,29.7,29.6,0
21/05/2013,35,29.4,26.1,26.1,24.4,22.2,94,75.9,49,12,4.5,0,29.7,29.7,29.6,0
22/05/2013,35,29.3,23.9,26.1,24.1,22.2,94,74.8,49,10,5.3,0,29.8,29.7,29.6,0
23/05/2013,33.9,29.6,25,26.1,24.7,22.8,94,76.6,56,12,4.8,0,29.8,29.7,29.6,0
24/05/2013,32.8,27.8,25,26.1,24.3,22.8,94,82.4,63,12,3.2,1,29.8,29.7,29.7,0
25/05/2013,33.9,29,25,26.1,24.6,23.9,94,78.3,56,8,3.9,0,29.8,29.7,29.6,0
26/05/2013,33.9,28.8,23.9,26.1,23.5,22.2,94,74.9,52,12,4.3,0,29.8,29.7,29.6,0
27/05/2013,33.9,29.2,26.1,27.2,25.2,23.9,94,79.8,56,8,2.4,0,29.8,29.7,29.6,0
28/05/2013,35,29.2,25,26.1,23.8,22.2,94,74.4,49,12,4.5,0,29.8,29.7,29.6,0
29/05/2013,33.9,28.6,25,26.1,24.1,22.2,100,79,52,12,4.3,0,29.8,29.7,29.6,0
30/05/2013,33.9,29.1,26.1,26.1,24.3,22.2,89,77,49,10,6.3,1,29.7,29.7,29.6,0
31/05/2013,33.9,28.1,23.9,25,23.6,22.2,94,79.2,52,13,5.1,0,29.8,29.7,29.6,0
1/07/2013,32.2,27.7,25,26.1,24.6,22.8,100,84.3,66,9,3.8,0,29.7,29.7,29.6,0
2/07/2013,33.9,28.6,23.9,26.1,23.4,22.8,94,75.8,52,12,4,0,29.7,29.6,29.6,0
3/07/2013,32.8,28.9,26.1,26.1,23.1,22.2,94,72.5,52,13,5.2,0,29.7,29.7,29.6,0
4/07/2013,32.8,27.2,23.9,26.1,24.4,23.9,100,86.4,59,21,4.3,0,29.7,29.7,29.6,0
5/07/2013,31.1,27.7,25,25,23.9,22.2,100,81.4,58,7,2.4,0,29.7,29.6,29.6,0
6/07/2013,32.2,28.6,25,25,23.3,22.2,94,75,55,14,5,0,29.7,29.7,29.6,0
7/07/2013,35,29.7,25,23.9,22.9,21.1,89,69.2,47,10,4,0,29.7,29.6,29.6,0
8/07/2013,32.2,28,26.1,25,23.8,22.8,89,79.1,62,12,3.9,0,29.8,29.7,29.6,0
9/07/2013,30,26.6,23.9,25,23.7,22.8,94,85.4,70,8,4.4,0,29.8,29.7,29.6,0
10/07/2013,33.9,28.6,25,25,24.1,22.8,94,77.7,56,8,3.8,0,29.7,29.7,29.6,0
11/07/2013,32.2,27.1,22.2,26.1,23.9,22.2,100,83.7,66,16,3.7,0,29.7,29.7,29.6,0
12/07/2013,32.8,28.3,26.1,26.1,25.4,23.9,94,84.5,66,13,3.8,0,29.8,29.7,29.6,0
13/07/2013,32.8,26.3,22.8,25,23.8,22.8,100,87.7,62,26,5.3,0,29.7,29.7,29.6,0
14/07/2013,30,26.1,23.9,23.9,23.1,22.2,100,84.5,66,10,3.3,0,29.7,29.7,29.6,0
15/07/2013,32.2,27.9,25,25,23.3,22.2,89,77.8,62,7,2.9,0,29.7,29.7,29.6,0
16/07/2013,32.2,26.3,22.8,26.1,23.7,22.8,100,87,66,23,2.7,0,29.7,29.7,29.7,0
17/07/2013,31.1,27.5,23.9,25,24.2,23.9,100,83.1,66,8,2.2,0,29.8,29.7,29.6,0
18/07/2013,31.1,27.1,23.9,25,24.3,23.9,100,85.7,66,6,3.2,0,29.7,29.7,29.6,0
19/07/2013,32.8,28.8,26.1,25,24.1,22.8,89,76.9,59,7,4,0,29.7,29.7,29.6,0
20/07/2013,33.9,29.2,25,25,24.1,22.8,94,75.6,52,8,2.7,0,29.7,29.7,29.6,0
21/07/2013,33.9,28.8,25,25,23.3,22.2,89,74,52,9,2.9,0,29.7,29.6,29.6,0
22/07/2013,32.8,27.8,22.8,26.1,23.2,21.1,94,76.8,55,7,3,0,29.7,29.6,29.6,0
23/07/2013,33.9,28.9,25,23.9,22.7,22.2,89,70.9,49,9,3.3,0,29.7,29.6,29.6,0
24/07/2013,31.1,27.6,25,23.9,23.1,22.2,89,78.1,62,12,2.3,0,29.8,29.7,29.6,0
25/07/2013,32.8,28.2,23.9,25,23.8,22.2,94,78.1,59,12,3.9,0,29.8,29.7,29.6,0
26/07/2013,30,27.1,26.1,25,24.3,22.8,94,85.8,74,7,2.5,0,29.7,29.7,29.6,0
27/07/2013,32.2,28.1,25,23.9,22.6,21.1,94,73.4,55,9,4.2,0,29.8,29.7,29.7,0
28/07/2013,33.9,29.1,25,26.1,24.2,22.8,94,76.3,52,7,2.6,0,29.8,29.7,29.6,0
29/07/2013,31.1,28.3,26.1,26.1,25.2,25,94,83.3,70,12,3.4,0,29.8,29.7,29.6,0
30/07/2013,33.9,28.7,25,26.1,23.9,22.8,94,77.2,55,7,3.5,0,29.7,29.7,29.6,0
31/07/2013,33.9,28.9,25,25,24.1,22.8,94,76.3,59,8,3.8,0,29.7,29.6,29.6,0
1/08/2013,33.9,29.2,27.2,25,24.3,22.8,89,76.3,52,13,3,0,29.7,29.6,29.6,0
2/08/2013,32.8,28.8,26.1,25,23.3,21.1,89,74.1,52,8,3.3,0,29.7,29.7,29.6,0
3/08/2013,32.2,29.1,26.1,25,23.4,22.2,89,73.3,55,9,3.8,0,29.8,29.7,29.6,0
4/08/2013,35,29.9,25,23.9,23.1,21.1,89,69.2,46,8,4.5,0,29.7,29.7,29.6,0
5/08/2013,32.8,28.3,23.9,23.9,23.2,21.1,89,74.5,59,12,3.8,0,29.8,29.7,29.6,0
6/08/2013,31.1,28.1,25,26.1,24.1,22.8,94,79.8,66,12,5.3,0,29.8,29.7,29.6,0
7/08/2013,33.9,29.2,25,25,23.6,22.2,94,73.4,55,9,3.7,0,29.8,29.7,29.6,0
8/08/2013,33.9,29.4,26.1,25,24.1,22.8,94,74.8,52,10,5.7,1,29.8,29.7,29.6,0
9/08/2013,32.8,29.4,26.1,25,23.9,22.8,89,73.1,62,9,4.2,0,29.7,29.7,29.6,0
10/08/2013,32.8,29.2,26.1,26.1,24.3,23.9,89,75.7,59,9,4.1,1,29.7,29.7,29.6,0
11/08/2013,31.1,27.9,23.9,25,23.9,22.2,94,79.6,66,9,3.6,0,29.8,29.7,29.6,0
12/08/2013,32.8,28.9,25,25,23.8,22.8,94,75.3,59,10,4,1,29.7,29.7,29.6,0
13/08/2013,32.8,27.9,23.9,25,23.3,22.2,94,78,52,12,4.5,0,29.7,29.7,29.6,0
14/08/2013,33.9,29.4,25,25,23.9,22.8,89,73.8,55,9,4.5,0,29.7,29.6,29.6,0
15/08/2013,33.9,29.9,27.2,25,24.3,22.8,89,73.5,56,16,7.6,1,29.8,29.7,29.6,0
16/08/2013,33.9,29.6,23.9,25,23.8,22.2,89,71.8,56,13,4.7,0,29.8,29.7,29.6,0
17/08/2013,32.8,29.1,23.9,26.1,23.6,22.2,89,73.3,52,12,3.5,1,29.8,29.7,29.6,0
18/08/2013,32.8,28.2,25,25,24,22.8,89,79.3,59,9,4.5,1,29.8,29.7,29.6,0
19/08/2013,27.8,25.7,23.9,23.9,23.5,22.8,94,89,79,13,3.4,0,29.8,29.7,29.7,0
20/08/2013,32.8,27.5,23.9,23.9,23.1,22.2,100,78.7,55,12,4.4,0,29.8,29.7,29.6,0
21/08/2013,33.9,28.6,23.9,25,23.7,22.8,94,76.6,56,9,3.5,0,29.8,29.7,29.6,0
22/08/2013,32.2,28.2,25,25,23.2,22.2,89,76.3,55,9,4.6,0,29.7,29.7,29.6,0
23/08/2013,31.1,26.6,22.8,23.9,23.2,22.2,100,83.3,62,13,4.7,0,29.8,29.7,29.6,0
24/08/2013,32.8,28.5,25,23.9,23.5,22.8,94,76.3,55,13,5.2,0,29.8,29.7,29.6,0
25/08/2013,31.1,27.6,25,26.1,24.6,22.8,94,84.9,70,8,2.7,0,29.7,29.7,29.6,0
26/08/2013,32.8,28.9,25,25,23.4,21.1,94,74.5,55,13,5.6,0,29.7,29.7,29.6,0
27/08/2013,32.2,29.3,26.1,23.9,23.4,22.2,89,72.5,55,12,5,0,29.8,29.7,29.6,0
28/08/2013,31.1,27.7,26.1,26.1,24.3,22.8,94,83.2,66,14,3.8,0,29.8,29.7,29.7,0
29/08/2013,31.1,26.9,23.9,26.1,24.5,22.8,100,87.3,66,10,2.9,0,29.8,29.8,29.7,0
30/08/2013,31.1,26.9,23.9,26.1,24.4,23.9,100,87.8,66,12,3.1,0,29.8,29.7,29.6,0
31/08/2013,32.2,26.5,25,26.1,24.3,23.9,100,89.2,62,10,2.7,0,29.8,29.7,29.6,0
1/09/2013,32.2,25.7,23.9,23.9,23.7,22.8,100,90.1,62,12,2.9,0,29.8,29.7,29.7,0
2/09/2013,32.2,26.7,22.8,26.1,24.1,22.8,100,87,62,8,3.5,0,29.8,29.7,29.6,0
3/09/2013,31.1,25.6,23.9,26.1,24.6,22.8,100,94.3,70,10,3.1,0,29.8,29.7,29.7,0
4/09/2013,32.2,26.6,22.8,25,23.9,22.8,100,86.7,66,10,3.3,0,29.8,29.7,29.6,0
5/09/2013,30,26,22.8,23.9,23.4,22.8,100,87,70,8,3.5,0,29.8,29.7,29.6,0
6/09/2013,30,26.4,23.9,23.9,23.2,22.8,94,83.9,70,15,5.8,0,29.8,29.7,29.6,0
7/09/2013,31.1,26.7,25,25,23.5,22.8,94,84.3,62,12,4.8,0,29.8,29.7,29.7,0
8/09/2013,32.2,26.3,25,25,23.8,22.8,94,87.7,59,17,3.9,0,29.8,29.7,29.7,0
9/09/2013,31.1,25.9,23.9,25,23.6,22.2,100,88.2,66,13,4.6,0,29.8,29.7,29.7,0
10/09/2013,27.8,25,22.2,23.9,22.6,22.2,100,86.4,70,13,5,0,29.8,29.7,29.6,0
11/09/2013,32.2,27.7,22.8,25,23,22.2,94,76.4,59,9,3.7,1,29.7,29.7,29.6,0
12/09/2013,32.2,27.9,23.9,25,23.7,22.8,100,79.8,59,12,4.8,0,29.8,29.7,29.6,0
13/09/2013,32.8,26.6,23.9,25,23.7,22.8,100,86.5,55,10,2.9,0,29.8,29.7,29.7,0
14/09/2013,32.2,27.1,25,25,24.3,23.9,100,85.7,66,12,4.5,0,29.8,29.7,29.6,0
15/09/2013,31.1,26.9,23.9,25,23.1,22.2,100,81,62,8,4,1,29.8,29.7,29.6,0
16/09/2013,32.2,28,23.9,23.9,22.9,22.2,94,75.4,58,9,3.5,0,29.8,29.7,29.6,0
17/09/2013,32.8,27.9,25,25,23.6,22.8,89,78.5,55,9,3.3,0,29.8,29.7,29.6,0
18/09/2013,32.8,28.7,26.1,26.1,24.9,23.9,94,81,66,9,3.3,0,29.8,29.7,29.6,0
19/09/2013,32.8,28.8,25,25,24.6,23.9,94,79.2,62,10,3.3,0,29.7,29.6,29.6,0
20/09/2013,31.1,28.4,26.1,25,23.8,22.8,89,77.5,62,8,3.3,0,29.7,29.7,29.6,0
21/09/2013,32.8,28.8,25,25,22.6,21.1,89,71.1,49,9,3.5,0,29.7,29.7,29.6,0
22/09/2013,32.8,28.9,25,25,23,22.2,89,71.5,55,14,4.9,0,29.7,29.7,29.6,0
23/09/2013,33.9,29.9,26.1,23.9,23.3,22.2,89,69.5,52,12,5,0,29.7,29.6,29.6,0
24/09/2013,32.8,29.1,23.9,25,23.2,21.1,94,71.5,52,10,4.3,0,29.8,29.7,29.6,0
25/09/2013,33.9,29.9,27.2,26.1,23.9,22.2,89,71.7,52,7,4.2,0,29.8,29.7,29.7,0
26/09/2013,32.2,28.5,26.1,27.2,24.6,23.9,89,80.2,66,9,3.4,0,29.8,29.8,29.7,0
27/09/2013,30,27.3,26.1,25,24.4,22.8,94,84.9,70,6,3.3,0,29.8,29.8,29.7,0
28/09/2013,33.9,28.6,25,25,23.4,22.2,94,75.3,52,12,4.2,0,29.8,29.7,29.6,0
29/09/2013,33.9,29.3,25,25,23.3,20,94,72,49,12,4.9,0,29.7,29.7,29.6,0
30/09/2013,32.8,27.7,22.8,25,23.2,22.2,94,77.6,55,20,5.6,1,29.7,29.6,29.6,0
1/10/2013,32.8,28.9,26.1,25,24.6,23.9,94,78.8,59,7,3.8,1,29.7,29.7,29.6,0
2/10/2013,32.8,28,25,26.1,24.2,22.8,94,81.5,55,18,4.3,0,29.8,29.7,29.7,0
3/10/2013,32.8,25.4,-17.8,25,22.1,-17.8,94,79.1,0,12,3.2,0,29.8,27.3,0,0
4/10/2013,32.8,28.5,25,25,24.2,22.8,94,78.6,62,13,4.4,0,29.8,29.7,29.7,0
5/10/2013,32.2,27.8,23.9,23.9,22.9,22.2,94,75.4,58,13,7.2,3,29.8,29.7,29.7,0
6/10/2013,32.8,28.1,22.8,23.9,22.7,22.2,94,74,52,12,6,2,29.8,29.7,29.6,0
7/10/2013,32.8,28.7,25,25,23.2,22.2,89,72.9,55,14,5,0,29.8,29.7,29.6,0
8/10/2013,33.9,29.5,26.1,25,23.6,22.2,89,72.2,56,9,4.1,1,29.8,29.7,29.6,0
9/10/2013,33.9,28.6,25,25,23.4,22.8,89,75.2,55,13,4.2,0,29.8,29.7,29.6,0
10/10/2013,32.2,27.4,23.9,26.1,24.2,22.8,100,84.1,59,12,2.9,0,29.8,29.8,29.7,0
11/10/2013,31.1,27.5,25,25,24.4,23.9,100,83.8,70,10,2.9,0,29.8,29.7,29.6,0
12/10/2013,31.1,26.8,25,25,23.7,22.8,94,84.5,66,17,4.4,0,29.8,29.7,29.7,0
13/10/2013,32.2,27.6,23.9,25,22.9,22.2,94,77.4,59,15,7.7,1,29.8,29.7,29.6,0
14/10/2013,31.1,27.7,23.9,25,23.3,22.8,94,78.5,66,10,5.4,1,29.8,29.7,29.6,0
15/10/2013,31.1,27.5,23.9,25,23.4,22.2,94,80,58,10,4.2,0,29.8,29.7,29.6,0
16/10/2013,32.8,28.9,26.1,25,24.2,22.8,94,77.2,59,8,3.7,0,29.8,29.7,29.6,0
17/10/2013,33.9,28.6,25,26.1,24.4,22.2,94,80.1,49,9,4.4,1,29.8,29.7,29.6,0
18/10/2013,33.9,27.4,25,26.1,24.4,22.8,94,84.8,59,13,3.5,0,29.8,29.7,29.6,0
19/10/2013,31.1,25.9,23.9,26.1,24.1,22.8,100,90.9,66,12,5.1,0,29.8,29.7,29.7,0
20/10/2013,32.2,27.2,23.9,25,23.4,22.2,94,81.6,62,12,6,0,29.8,29.7,29.6,0
21/10/2013,31.1,27.1,25,25,23.4,21.1,94,81.9,62,14,6.3,1,29.8,29.7,29.6,0
22/10/2013,32.2,28.1,25,25,23.5,22.8,94,77.5,62,12,4.6,0,29.8,29.7,29.6,0
23/10/2013,31.1,27.1,23.9,25,23.6,22.8,100,82.6,62,12,3.8,0,29.8,29.7,29.7,0
24/10/2013,31.1,27.4,23.9,25,23.7,22.2,100,82,58,9,3.7,0,29.8,29.7,29.6,0
25/10/2013,32.8,28.1,25,25,24.3,22.8,94,81.2,55,6,2.1,0,29.8,29.7,29.6,0
26/10/2013,32.8,27,23.9,25,23.7,22.8,94,84,59,14,3.4,0,29.8,29.8,29.7,0
27/10/2013,32.2,25.9,23.9,25,23.9,22.8,100,89.9,62,5,1.7,0,29.8,29.8,29.7,0
28/10/2013,32.8,27.1,22.8,25,23.7,22.8,100,83.6,55,12,3.2,0,29.9,29.8,29.7,0
29/10/2013,32.2,27.6,22.8,25,23.3,22.2,94,79.1,55,9,3.9,0,29.9,29.8,29.7,0
30/10/2013,32.8,27.5,25,25,23.9,22.2,94,82.4,55,10,2.8,0,29.8,28.5,0,0
31/10/2013,32.8,26.8,23.9,26.1,24.3,23.9,100,87.8,59,15,2.3,0,29.8,29.7,29.7,0
1/11/2013,32.2,26.8,25,25,24.7,23.9,100,89.7,66,22,2.8,0,29.8,29.7,29.6,0
2/11/2013,32.8,27.4,25,26.1,24.4,23.9,100,85,62,6,2,0,29.8,29.7,29.6,0
3/11/2013,31.1,26.6,23.9,25,24.4,23.9,100,89.3,66,8,3.3,1,29.8,29.7,29.6,0
4/11/2013,32.2,26.7,23.9,25,24.1,22.8,100,87.1,59,12,2.7,0,29.8,29.7,29.6,0
5/11/2013,31.1,26.6,23.9,25,24.3,22.8,100,88.3,66,14,3.5,0,29.8,29.7,29.6,0
6/11/2013,28.9,25.8,23.9,25,24.2,22.8,100,91.7,79,10,3.3,0,29.8,29.7,29.7,0
7/11/2013,32.8,28,23.9,25,23.8,22.8,100,79.7,59,9,3.5,0,29.7,29.7,29.6,0
8/11/2013,32.2,27.9,23.9,25,24.3,22.8,100,82.3,62,9,2.9,0,29.7,29.7,29.6,0
9/11/2013,32.2,27.9,25,26.1,24.9,23.9,94,84.5,62,9,2.7,0,29.7,29.6,29.6,0
10/11/2013,31.1,26.8,23.9,26.1,24.8,23.9,100,89.7,66,10,2.8,0,29.7,29.7,29.6,0
11/11/2013,32.2,27.5,23.9,25,24.3,23.9,100,84.7,62,9,3.5,0,29.7,29.6,29.6,0
12/11/2013,31.1,26.8,23.9,26.1,24.3,22.8,100,87.5,66,8,2.7,0,29.7,29.6,29.6,0
13/11/2013,32.8,27.7,23.9,25,24.3,22.8,100,83.1,55,9,2.7,0,29.7,29.6,29.6,0
14/11/2013,32.2,26.8,23.9,26.1,24,22.8,100,86,62,9,2.6,0,29.7,29.7,29.6,0
15/11/2013,32.2,27,22.8,25,23.7,22.8,100,83.7,62,7,3.3,1,29.7,29.7,29.6,0
16/11/2013,32.2,26.9,25,25,23.9,22.8,100,85.5,62,12,2.5,0,29.7,29.7,29.6,0
17/11/2013,32.2,26.3,23.9,23.9,23.2,21.1,100,84.7,62,10,3.1,0,29.8,29.7,29.6,0
18/11/2013,32.2,25.8,23.9,25,23.9,22.8,100,90.4,62,10,2.4,0,29.8,29.7,29.6,0
19/11/2013,31.1,26.3,23.9,25,24.2,22.8,100,88.6,70,9,3.1,0,29.8,29.7,29.6,0
20/11/2013,30,26,23.9,23.9,23.8,22.8,100,88.9,70,10,3.6,0,29.7,29.7,29.6,0
21/11/2013,31.1,27.1,23.9,26.1,24.2,23.9,100,85.3,66,10,3.7,0,29.7,29.6,29.6,0
22/11/2013,31.1,27.5,25,26.1,24.4,23.9,94,84.4,66,12,3.3,0,29.7,29.6,29.6,0
23/11/2013,32.8,29.2,25,25,24.2,22.8,100,76.3,55,10,4,0,29.7,29.6,29.6,0
24/11/2013,32.8,28.4,25,25,23.5,22.2,94,76.2,59,7,3.2,0,29.8,29.7,29.6,0
25/11/2013,32.8,28.7,26.1,26.1,25.1,23.9,94,81.6,66,9,3,0,29.7,29.6,29.6,0
26/11/2013,33.9,28.1,25,25,24.2,23.9,94,81,56,12,3.7,0,29.8,29.7,29.6,0
27/11/2013,32.8,28.5,23.9,26.1,24.3,22.2,100,79.8,55,12,4.2,1,29.8,29.7,29.6,0
28/11/2013,32.2,26.5,23.9,26.1,24.7,22.8,100,90.9,66,6,2.8,0,29.8,29.7,29.6,0
29/11/2013,32.2,27.2,25,26.1,24.7,23.9,100,87.3,70,13,3.2,0,29.8,29.7,29.6,0
