Date,Temp_max(c),Temp_avg(c),Temp_min(c),Dew_max(c),Dew_avg(c),Dew_min(c),Hum_max(%),Hum_avg(%),Hum_min(%),Wind_max(mph),Wind_avg(mph),Wind_min(mph),Pres_max(in),Pres_avg(in),Pres_min(in),Precipitation
16/08/2001,32.8,26.4,-17.8,25,21.9,-17.8,94,73.5,0,10,4,0,29.8,28.4,0,0
17/08/2001,32.8,28.7,25,25,23.8,21.1,94,76.7,52,10,3.6,0,29.8,29.7,29.6,0
18/08/2001,32.8,28.2,22.8,25,23.5,21.1,94,77.4,59,6,2.4,0,29.8,29.7,29.6,0
19/08/2001,33.9,29.3,26.1,25,23.8,22.2,94,74.2,52,9,3.6,0,29.7,29.7,29.6,0
20/08/2001,32.8,28.2,25,25,24.6,22.8,94,82,63,16,4.2,0,29.8,29.7,29.6,0
21/08/2001,32.2,27.9,25,25,24.3,23.9,94,82,66,14,4.4,1,29.8,29.7,29.6,0
22/08/2001,32.8,28.4,22.8,25,22.8,21.1,94,72.9,52,12,4.9,1,29.8,29.7,29.6,0
23/08/2001,32.2,28.9,26.1,25,23.4,21.1,89,74.1,52,12,3.2,0,29.7,29.7,29.6,0
24/08/2001,35,29.4,25,25,23.2,22.2,89,71.8,47,13,4.2,0,29.7,29.7,29.6,0
25/08/2001,33.9,29.3,25,25,24.2,22.2,94,75.5,55,16,4.9,0,29.8,29.7,29.6,0
26/08/2001,32.8,27.3,-17.8,25,22.2,-17.8,94,71,0,14,6.6,1,29.7,28.3,0,0
27/08/2001,31.1,27.8,25,25,23.6,22.2,89,78.5,62,13,6.3,1,29.7,29.7,29.6,0
28/08/2001,32.8,28.6,25,25,23.6,21.1,94,76.3,55,10,3.9,0,29.7,29.6,29.6,0
29/08/2001,30,25.3,-17.8,26.1,22.5,-17.8,94,81.2,0,7,2.5,0,29.7,29.6,29.6,0
30/08/2001,32.2,28.1,25,25,23.7,22.2,94,78.7,59,10,4.8,0,29.7,29.7,29.6,0
31/08/2001,32.8,29.4,27.2,25,23.4,21.1,84,71.8,52,12,6.6,3,29.7,29.7,29.6,0
1/09/2001,33.9,29.3,26.1,25,23.6,22.2,89,72.9,52,9,3.7,0,29.7,29.7,29.6,0
2/09/2001,30,26.9,22.8,25,23.7,22.2,100,83.8,62,14,4.8,1,29.8,29.7,29.6,0
3/09/2001,33.9,28.8,23.9,25,23.3,22.2,94,74.9,52,8,3.4,0,29.8,29.7,29.6,0
4/09/2001,32.2,27.5,23.9,25,23.9,22.8,94,82,62,9,3.9,0,29.8,29.7,29.6,0
5/09/2001,32.2,27.6,25,25,24.1,22.8,94,82.6,59,12,4,0,29.8,29.7,29.6,0
6/09/2001,33.9,28.1,23.9,25,23.5,22.8,94,78.1,52,12,4.5,0,29.8,29.7,29.7,0
7/09/2001,33.9,27.1,23.9,23.9,23.4,22.2,100,82.5,49,12,4,0,29.8,29.8,29.7,0
8/09/2001,32.8,28.4,23.9,23.9,23.2,22.2,94,75.3,52,15,6,0,29.8,29.8,29.7,0
9/09/2001,33.9,29.1,23.9,23.9,22.4,21.1,89,68.2,49,12,4.7,0,29.8,29.7,29.6,0
10/09/2001,32.8,28.4,25,25,23.1,22.2,89,74.1,52,15,3.6,0,29.8,29.7,29.6,0
11/09/2001,33.9,28.8,25,23.9,22.6,21.1,89,70.7,49,12,4.6,0,29.8,29.7,29.6,0
12/09/2001,33.9,29.1,23.9,26.1,23.2,21.1,100,72.7,49,13,5.1,0,29.8,29.7,29.6,0
13/09/2001,32.8,27.9,25,25,23.8,22.8,94,79.5,59,12,4.3,0,29.8,29.7,29.6,0
14/09/2001,33.9,28.2,23.9,23.9,23.3,22.2,94,77.3,49,9,3.1,0,29.8,29.7,29.6,0
15/09/2001,33.9,28,23.9,25,23.2,22.2,94,77.2,49,15,4.3,0,29.8,29.7,29.6,0
16/09/2001,32.8,27.6,23.9,23.9,23,20,94,77.9,55,17,4.2,0,29.8,29.7,29.6,0
17/09/2001,31.1,27.4,23.9,25,23.1,21.1,100,78.3,66,12,3.3,0,29.8,29.7,29.7,0
18/09/2001,32.2,27.1,25,23.9,23.2,22.8,94,81.5,59,10,4,1,29.8,29.7,29.6,0
19/09/2001,32.8,27.4,22.8,23.9,23,22.2,100,79.2,55,13,5.6,0,29.8,29.7,29.6,0
20/09/2001,33.9,27.8,23.9,25,23.1,21.1,94,77.7,49,12,5.6,1,29.8,29.7,29.6,0
21/09/2001,33.9,27.6,23.9,25,23.2,22.2,94,79.6,52,13,4.6,0,29.8,29.7,29.6,0
22/09/2001,31.1,27,23.9,23.9,23.4,22.8,94,82.5,62,13,5.1,0,29.8,29.7,29.6,0
23/09/2001,33.9,28.3,23.9,23.9,23.1,22.2,94,74.6,49,15,3.8,0,29.8,29.7,29.6,0
24/09/2001,32.2,28,23.9,25,23.4,22.2,94,78.1,55,13,5.6,0,29.8,28.5,0,0
25/09/2001,31.1,27.8,25,26.1,24.2,22.8,94,81.8,62,10,3.2,0,29.8,29.7,29.6,0
26/09/2001,32.2,27.8,23.9,23.9,23.3,22.2,94,78.8,59,9,5,1,29.7,29.7,29.6,0
27/09/2001,32.2,27.6,26.1,25,24.1,23.9,89,82.5,62,7,3.6,0,29.8,29.7,29.6,0
28/09/2001,33.9,27,25,25,23.6,22.8,94,83.6,52,12,3.4,1,29.7,29.7,29.6,0
29/09/2001,30,26.9,25,26.1,24.1,22.8,94,85.3,70,9,4.3,0,29.8,29.7,29.7,0
30/09/2001,32.2,26.3,23.9,25,23.9,22.8,100,88,62,8,2.6,0,29.8,29.7,29.7,0
1/10/2001,27.8,25.9,23.9,23.9,22.8,22.2,94,84,74,17,7.3,0,29.8,29.7,29.6,0
2/10/2001,28.9,26.6,25,23.9,23.5,22.8,94,84.5,74,9,4.3,0,29.8,29.7,29.6,0
3/10/2001,32.8,27.7,22.8,23.9,22.7,21.1,94,76.5,49,9,3.6,0,29.8,29.7,29.6,0
4/10/2001,33.9,29.2,25,23.9,22.4,21.1,84,67.8,46,13,5.8,0,29.8,29.7,29.6,0
5/10/2001,32.8,29.1,26.1,25,23.6,22.8,94,73.8,55,12,4.9,1,29.8,29.7,29.6,0
6/10/2001,32.8,27.2,25,25,23.8,22.2,94,83.5,52,12,3.7,0,29.8,29.7,29.6,0
7/10/2001,32.2,27.7,23.9,23.9,23.4,22.2,94,79.7,55,9,3.5,0,29.8,29.8,29.7,0
8/10/2001,30,27.3,25,23.9,23.3,22.2,94,80.1,62,12,3.5,0,29.8,29.8,29.7,0
9/10/2001,33.9,28.6,22.8,25,22.5,21.1,94,71.2,46,14,5.1,0,29.8,29.7,29.7,0
10/10/2001,35,29.4,25,25,23.8,22.8,89,73.6,52,13,5.6,0,29.8,29.8,29.7,0
11/10/2001,32.8,28.7,25,25,23.3,22.2,89,73.8,52,15,6.2,1,29.8,29.8,29.7,0
12/10/2001,32.2,28.3,25,23.9,22.7,21.1,94,73.3,55,18,8.2,0,29.8,29.7,29.7,0
13/10/2001,35,28.9,25,23.9,22.7,21.1,89,70.7,49,17,8.5,3,29.8,29.7,29.6,0
14/10/2001,33.9,28.3,25,26.1,24,22.2,94,78.3,52,20,6.9,1,29.7,29.7,29.6,0
15/10/2001,33.9,28.8,26.1,25,24.1,22.8,89,77.4,55,16,5.9,0,29.7,29.7,29.6,0
16/10/2001,30,27.1,22.8,23.9,23.6,22.2,100,82.3,66,17,7.5,0,29.8,29.7,29.6,0
17/10/2001,32.8,28.3,25,25,23.3,22.2,94,75.9,52,13,6.9,1,29.8,29.7,29.6,0
18/10/2001,32.2,28.2,25,25,23.8,22.2,94,78.5,55,13,6.5,1,29.8,29.7,29.6,0
19/10/2001,33.9,28.8,25,25,23.6,21.1,89,75,49,8,4.6,1,29.8,29.8,29.6,0
20/10/2001,32.8,28.9,25,26.1,24.1,22.8,94,76.4,55,10,5,1,29.8,29.7,29.6,0
21/10/2001,27.8,26.5,25,25,23.7,22.2,94,85.9,74,15,4,1,29.7,29.7,29.7,0
22/10/2001,32.2,28.4,25,25,24.1,22.8,94,78.7,59,10,3.4,0,29.7,29.6,29.6,0
23/10/2001,32.8,27.9,25,25,24.7,22.8,100,84.2,59,12,3.5,0,29.7,29.7,29.6,0
24/10/2001,32.2,26.7,25,26.1,24.3,22.8,100,88.2,62,12,4.1,1,29.7,29.6,29.6,0
25/10/2001,32.8,27.2,25,25,23.8,22.8,94,83.9,59,8,4.1,1,29.7,29.6,29.6,0
26/10/2001,30,26.7,23.9,25,24.4,22.8,100,88.1,70,8,2.9,0,29.8,29.7,29.6,0
27/10/2001,33.9,27.4,23.9,25,24.4,22.2,100,85.2,52,16,3.4,0,29.7,29.7,29.6,0
28/10/2001,31.1,26,23.9,25,24.2,22.8,94,90.3,70,10,3.5,0,29.8,29.7,29.6,0
29/10/2001,31.1,26.1,25,25,24.2,23.9,94,89.8,66,9,2.7,0,29.8,29.7,29.6,0
30/10/2001,32.2,27.3,22.8,25,23.4,22.2,100,80.7,59,13,2.8,0,29.8,29.7,29.6,0
31/10/2001,30,26.8,23.9,25,23.6,22.2,94,83.8,66,12,3.8,0,29.8,29.8,29.7,0
1/11/2001,32.8,28.4,25,25,24.2,22.8,94,79.4,55,12,3.5,0,29.8,29.8,29.7,0
2/11/2001,31.1,26.9,23.9,25,23.8,22.8,100,84.8,62,10,4.2,0,29.8,29.8,29.7,0
3/11/2001,32.8,28.3,25,25,23.9,22.2,94,79.1,55,13,4.3,0,29.8,29.7,29.6,0
4/11/2001,31.1,27.6,25,26.1,23.9,22.8,94,81.9,62,10,4.5,1,29.8,29.7,29.6,0
5/11/2001,30,27.1,25,25,23.8,22.8,94,83.3,66,10,4.9,1,29.8,29.7,29.7,0
6/11/2001,32.8,28.2,25,25,23.9,22.2,94,78.9,52,10,3.9,1,29.8,29.7,29.6,0
7/11/2001,33.9,27.8,23.9,23.9,23.3,22.2,94,79.3,52,10,4.3,0,29.8,29.7,29.6,0
8/11/2001,33.9,28.2,25,25,23.9,22.8,94,79.4,52,12,3.5,0,29.8,29.7,29.6,0
9/11/2001,31.1,27.2,23.9,25,24.2,22.8,100,84.9,62,9,3.8,0,29.8,29.7,29.6,0
10/11/2001,31.1,27.5,25,26.1,24.7,23.9,94,85.8,66,9,3.1,0,29.7,29.7,29.6,0
11/11/2001,32.8,28.3,25,25,23.8,22.8,94,78.6,55,10,3.6,0,29.7,29.7,29.6,0
12/11/2001,32.8,28.8,25,26.1,24.3,22.8,94,78.2,59,8,3.4,0,29.7,29.7,29.6,0
13/11/2001,33.9,29.1,25,25,23.8,22.8,94,75.7,52,8,4,0,29.8,29.7,29.6,0
14/11/2001,31.1,27.6,23.9,25,24.4,22.8,94,83.6,66,6,3,0,29.8,29.7,29.6,0
15/11/2001,32.2,27.8,23.9,25,24.2,22.2,94,82.2,62,13,6,1,29.8,29.7,29.7,0
16/11/2001,33.9,28.5,25,23.9,23.4,22.2,94,75.8,52,12,3.6,0,29.8,29.7,29.6,0
17/11/2001,27.8,25.6,22.8,23.9,23.1,21.1,100,87,74,8,3.8,0,29.8,29.8,29.7,0
18/11/2001,31.1,27.1,23.9,25,23.4,22.2,94,82.3,58,9,3.7,0,29.8,29.8,29.7,0
19/11/2001,32.2,25.3,-17.8,25,21.8,-17.8,100,78.6,0,8,3.4,0,29.8,28.5,0,0
20/11/2001,32.2,27.7,25,25,23.8,22.8,94,81.1,59,5,1.6,0,29.8,29.8,29.7,0
21/11/2001,32.8,28.3,25,25,23.7,22.2,94,77.8,55,8,2.3,0,29.8,29.8,29.7,0
22/11/2001,32.8,28.2,25,25,23.8,22.2,94,78.9,55,6,2.6,0,29.8,29.7,29.6,0
23/11/2001,32.8,27.7,23.9,23.9,23.7,22.8,94,80.7,59,7,3.3,0,29.8,29.7,29.6,0
24/11/2001,31.1,26.9,23.9,23.9,23.2,22.8,94,82,62,9,3.6,0,29.8,29.7,29.6,0
25/11/2001,32.2,27.9,25,22.8,22.4,21.1,83,72.7,52,6,3.8,0,29.8,29.7,29.6,0
26/11/2001,31.1,26.9,23.9,23.9,22.4,20,94,77.7,55,9,4.2,0,29.8,29.7,29.7,0
27/11/2001,32.8,27.6,22.8,22.2,21.2,20,94,69.4,49,9,3.6,0,29.8,29.7,29.6,0
28/11/2001,32.8,28.5,23.9,22.8,22,20,89,68.4,49,6,2.7,0,29.8,29.7,29.6,0
29/11/2001,35,29.2,25,23.9,22.9,21.1,89,70.7,46,9,3.3,0,29.7,29.7,29.6,0
30/11/2001,31.1,28.4,26.1,25,23.9,22.8,89,77.7,62,6,2.5,0,29.8,29.7,29.6,0
1/12/2001,32.8,27.5,26.1,25,23.8,22.8,89,82.2,55,15,3.3,1,29.8,29.7,29.6,0
2/12/2001,32.2,26.7,25,25,23.8,22.8,94,86.1,59,14,2.2,0,29.8,29.7,29.6,0
3/12/2001,31.1,26.4,23.9,23.9,23.2,21.1,94,83.7,62,8,3.3,0,29.8,29.7,29.7,0
4/12/2001,32.8,27.1,22.8,23.9,22.4,21.1,94,76.5,55,13,4.9,0,29.8,29.7,29.6,0
5/12/2001,32.8,27.7,23.9,25,23.3,22.2,89,77.6,52,13,5.2,0,29.8,29.7,29.6,0
6/12/2001,30,27.2,23.9,25,23.9,22.8,100,83.1,70,13,5.4,1,29.8,29.7,29.7,0
7/12/2001,32.2,28.2,25,25,24.3,22.8,100,81.2,59,10,4.2,0,29.8,29.7,29.6,0
8/12/2001,33.9,28.4,23.9,25,23.7,22.8,94,77,55,14,5.3,1,29.8,29.7,29.6,0
9/12/2001,32.8,28.7,25,25,24,22.8,94,77.3,59,12,5.5,1,29.8,29.7,29.6,0
10/12/2001,32.8,29.1,26.1,25,23.8,22.8,89,75,55,12,6.2,1,29.8,29.7,29.6,0
11/12/2001,32.8,28.7,25,23.9,23.4,21.1,94,75,49,12,5.5,0,29.8,29.7,29.6,0
12/12/2001,33.9,28.6,25,26.1,23.5,22.2,94,75.7,49,13,3.5,0,29.8,29.7,29.6,0
13/12/2001,32.2,27.9,26.1,25,24,22.8,89,81,62,12,3.7,0,29.8,29.7,29.7,0
14/12/2001,32.2,28,25,25,24.2,22.8,94,81.4,62,9,3.4,0,29.8,29.8,29.7,0
15/12/2001,30,26.7,25,23.9,23.4,22.8,94,83.4,66,13,4.2,0,29.8,29.8,29.7,0
16/12/2001,32.8,28.2,25,25,23.4,22.2,94,76.7,52,13,5,0,29.8,29.7,29.7,0
17/12/2001,32.8,27.8,25,26.1,23.9,22.2,94,81.2,52,6,2,0,29.8,29.7,29.7,0
18/12/2001,35,28.4,25,25,23.8,22.2,94,79,47,13,4.6,0,29.8,29.8,29.7,0
19/12/2001,32.8,27.7,23.9,23.9,23.4,22.8,94,79.7,55,9,3.6,0,29.8,29.8,29.7,0
20/12/2001,32.8,27.9,22.8,23.9,22.4,20,94,74.2,46,9,4,0,29.8,29.8,29.7,0
21/12/2001,32.2,27.7,25,25,22.8,22.2,89,76.2,55,12,3.5,0,29.8,29.8,29.7,0
22/12/2001,26.1,24.8,23.9,25,23.4,22.8,100,92.6,89,7,3.3,0,29.9,29.8,29.7,0
23/12/2001,28.9,26.2,23.9,25,23.4,22.2,100,85.6,66,6,1.7,0,29.9,29.8,29.7,0
24/12/2001,30,27.4,25,26.1,24.3,22.2,94,83.8,62,9,3,0,29.9,29.8,29.7,0
25/12/2001,32.8,27.6,23.9,26.1,23.9,22.2,94,82.1,52,9,3.2,0,29.9,29.8,29.7,0
26/12/2001,32.8,28.6,25,25,23.3,21.1,94,75.2,52,7,2.9,0,29.9,29.8,29.8,0
27/12/2001,30,27.1,25,25,23.9,22.2,94,84,62,16,3,0,29.9,29.8,29.8,0
28/12/2001,27.8,25.4,25,23.9,23.2,22.2,94,88.2,74,16,4.8,0,29.9,29.8,29.8,0
29/12/2001,32.8,27.9,22.8,22.8,22.1,21.1,94,71.7,49,12,5,0,29.9,29.8,29.7,0
30/12/2001,32.8,27.9,23.9,22.2,21.5,20,89,68.5,49,9,3.3,0,29.8,29.8,29.7,0
31/12/2001,32.8,27.2,22.8,25,22.6,21.1,89,76.8,55,10,3.1,0,29.9,29.8,29.7,0
1/01/2002,32.8,28.3,23.9,25,23.4,22.2,94,76.8,52,10,2.8,0,29.9,29.8,29.7,0
2/01/2002,33.9,28.1,22.8,23.9,22.1,20,94,72.3,44,7,2.5,0,29.9,29.8,29.8,0
3/01/2002,32.8,27.6,22.2,22.2,19.7,16.1,94,65.3,36,10,3.9,0,29.9,29.8,29.7,0
4/01/2002,33.9,27.2,22.2,22.2,20.4,18.9,88,67.9,41,9,3.3,0,29.9,29.8,29.7,0
5/01/2002,33.9,27.9,22.8,22.8,22.1,20,94,72.1,44,7,2.7,0,29.9,29.8,29.7,0
6/01/2002,33.9,28,23.9,25,22.8,21.1,94,75,49,12,3.5,0,29.8,29.8,29.7,0
7/01/2002,33.9,28.2,25,23.9,22.7,20,94,73.6,46,9,3.3,0,29.8,29.8,29.7,0
8/01/2002,32.2,27.6,23.9,23.9,22.4,21.1,94,75,52,14,3.5,0,29.9,29.8,29.7,0
9/01/2002,33.9,28,23.9,23.9,22.2,20,89,72.4,44,9,3.1,0,29.8,29.8,29.7,0
10/01/2002,32.8,28.2,23.9,23.9,22.3,21.1,94,72.5,49,12,4.1,0,29.8,29.8,29.7,0
11/01/2002,32.8,28.1,23.9,22.8,22.2,21.1,89,71.2,49,7,3.2,0,29.8,29.7,29.7,0
12/01/2002,33.9,28.4,23.9,25,23.1,22.2,94,74.5,49,9,3.2,0,29.8,29.7,29.6,0
13/01/2002,33.9,27.3,25,23.9,23.1,21.1,94,80.5,46,12,3.1,0,29.7,29.7,29.6,0
14/01/2002,31.1,26.4,23.9,23.9,23.1,22.2,94,83.6,62,8,3.3,0,29.7,29.7,29.6,0
15/01/2002,32.8,28,25,25,23.3,22.2,94,77.1,52,10,3.8,0,29.8,29.7,29.6,0
16/01/2002,32.2,27.6,25,25,24,22.8,94,82.6,59,9,2.3,0,29.8,29.7,29.6,0
17/01/2002,32.8,27.2,23.9,26.1,23.8,22.2,94,84,55,9,2.3,0,29.7,29.7,29.6,0
18/01/2002,32.8,27.8,25,25,24.1,22.8,100,81.7,55,10,2.7,0,29.7,29.6,29.6,0
19/01/2002,32.8,27.7,25,25,23.8,22.8,94,81.5,55,12,2.7,0,29.7,29.7,29.6,0
20/01/2002,32.8,26.7,23.9,25,23.4,22.2,94,83.9,55,9,2.9,0,29.8,29.7,29.6,0
21/01/2002,32.8,27.3,25,25,23.7,22.2,94,82.9,55,5,2.3,0,29.7,29.7,29.6,0
22/01/2002,32.8,27.7,25,25,23.6,22.2,94,80,52,14,4,0,29.8,29.7,29.6,0
23/01/2002,31.1,27.2,23.9,23.9,22.6,21.1,100,77.6,55,9,3.2,0,29.8,29.7,29.7,0
24/01/2002,32.8,27.4,23.9,23.9,22.5,21.1,94,75.6,52,12,4.2,0,29.8,29.7,29.6,0
25/01/2002,30,26.7,23.9,25,23.4,22.8,94,83.6,66,6,1.6,0,29.8,29.7,29.6,0
26/01/2002,32.2,27.9,25,25,24.4,22.8,94,82.6,62,7,2.8,0,29.7,29.7,29.6,0
27/01/2002,33.9,27.8,23.9,25,23.8,22.2,100,80.8,49,9,2.5,0,29.8,29.7,29.6,0
28/01/2002,33.9,28.1,23.9,23.9,22.6,21.1,94,74.4,46,9,2.2,0,29.8,29.7,29.7,0
29/01/2002,35,28.3,23.9,22.8,21.9,20,89,70.5,41,13,3.9,0,29.8,29.8,29.7,0
30/01/2002,33.9,29.2,23.9,22.8,20.2,17.8,83,60.4,38,13,6.4,0,29.8,29.8,29.7,0
31/01/2002,33.9,28.5,22.8,22.8,20.9,18.9,88,64.7,41,12,4.6,0,29.9,29.8,29.7,0
1/02/2002,35,28.5,22.8,22.8,20.4,15,89,65.3,30,10,3.4,0,29.9,29.8,29.7,0
2/02/2002,35,28.1,22.2,22.8,20.8,17.8,94,66.6,36,12,3.6,0,29.9,29.8,29.7,0
3/02/2002,35,28.2,23.9,23.9,21.8,17.8,94,71.2,41,10,3.3,0,29.8,29.8,29.7,0
4/02/2002,35,27.9,22.8,23.9,22.4,20,94,75.2,41,9,3,0,29.8,29.8,29.7,0
5/02/2002,35,28.2,25,23.9,22.9,20,94,76.6,41,9,2.8,0,29.8,29.8,29.7,0
6/02/2002,32.8,28.3,25,25,23.5,22.2,94,76.7,55,9,2.6,0,29.8,29.7,29.7,0
7/02/2002,32.8,28.2,25,23.9,22.8,21.1,94,73.1,52,9,2.6,0,29.8,29.7,29.7,0
8/02/2002,33.9,28.6,25,25,22.8,21.1,94,72.8,49,10,3,0,29.8,29.7,29.6,0
9/02/2002,33.9,29.2,25,23.9,22,18.9,89,67.3,41,10,3.8,0,29.8,29.7,29.6,0
10/02/2002,33.9,29.2,25,23.9,22.3,17.8,94,69.6,38,12,4,0,29.8,29.7,29.6,0
11/02/2002,36.1,29.2,25,23.9,23,18.9,94,72.6,39,9,3.3,0,29.8,29.7,29.7,0
12/02/2002,36.1,29.7,23.9,23.9,22,18.9,89,66.7,39,10,4,0,29.8,29.8,29.7,0
13/02/2002,32.8,29.1,26.1,23.9,22.2,18.9,84,68.1,49,7,3.7,0,29.9,29.8,29.7,0
14/02/2002,35,28.8,25,23.9,22.8,20,89,72.1,41,12,2.9,0,29.8,29.8,29.7,0
15/02/2002,35,29.4,25,23.9,21.6,17.8,89,66,39,13,4.5,0,29.8,29.8,29.7,0
16/02/2002,35,29.2,25,25,22.7,21.1,89,70.5,44,9,3.2,0,29.8,29.7,29.7,0
17/02/2002,36.1,29.3,23.9,23.9,21.8,17.8,94,66.6,38,9,3.7,0,29.9,29.8,29.7,0
18/02/2002,32.8,29,26.1,25,22.6,20,84,69.3,46,9,3.5,0,29.9,29.8,29.7,0
19/02/2002,32.8,27.9,23.9,25,23.1,21.1,94,76.5,52,7,2.4,0,29.9,29.8,29.7,0
20/02/2002,32.8,27.5,23.9,25,23,21.1,94,78.6,49,13,3.3,0,29.9,29.8,29.8,0
21/02/2002,32.2,27.2,25,23.9,23.3,22.2,94,80.9,58,14,2.8,0,29.9,29.8,29.8,0
22/02/2002,32.8,27.7,25,25,23.7,22.2,94,80.3,52,12,3.1,0,29.9,29.9,29.8,0
23/02/2002,33.9,27.6,25,23.9,23.2,22.2,94,78.6,49,9,2.3,0,29.9,29.8,29.7,0
24/02/2002,36.1,28.6,23.9,25,23.7,20,100,76.9,39,9,2.9,0,29.8,29.8,29.7,0
25/02/2002,36.1,29.6,25,25,22.6,18.9,94,68.9,41,13,3.6,0,29.8,29.8,29.7,0
26/02/2002,33.9,28.8,23.9,23.9,22.6,21.1,89,71,49,9,2.4,0,29.8,29.7,29.6,0
27/02/2002,33.9,28.3,26.1,25,23.5,22.8,94,77.1,52,9,3.4,0,29.8,29.7,29.6,0
28/02/2002,33.9,27.8,25,25,24.3,22.8,100,82.9,56,12,3.1,0,29.8,29.7,29.6,0
1/03/2002,32.8,28.8,26.1,26.1,24.8,23.9,94,80,62,14,3.5,0,29.8,29.7,29.6,0
2/03/2002,32.8,28.7,25,25,24,22.8,94,78,55,12,4,0,29.8,29.7,29.6,0
3/03/2002,33.9,28.5,25,25,24.1,22.2,94,78.7,49,10,2.7,0,29.7,29.7,29.6,0
4/03/2002,33.9,29.1,25,25,23.7,20,94,75,46,10,3.1,0,29.7,29.7,29.6,0
5/03/2002,33.9,29.4,26.1,25,24.1,22.2,94,74,49,13,4.2,0,29.8,29.7,29.6,0
6/03/2002,35,29.2,25,23.9,23.3,21.1,94,73,46,10,3.5,0,29.8,29.7,29.6,0
7/03/2002,32.2,28.6,26.1,25,23.3,22.2,89,74.5,55,12,2.8,0,29.8,29.7,29.7,0
8/03/2002,36.1,29.2,23.9,23.9,22.1,18.9,89,68.2,37,9,2.7,0,29.8,29.8,29.7,0
9/03/2002,35,29.4,23.9,23.9,21.7,20,89,65.6,41,9,3.3,0,29.8,29.8,29.7,0
10/03/2002,32.8,28.8,23.9,23.9,22.1,21.1,89,68.2,49,10,3.3,0,29.8,29.8,29.7,0
11/03/2002,36.1,29.3,23.9,22.8,21.5,17.2,89,65.5,34,12,3.5,0,29.8,29.7,29.6,0
12/03/2002,35,29.5,25,23.9,21.9,18.9,84,66,41,9,2.8,0,29.8,29.7,29.7,0
13/03/2002,35,29.4,23.9,23.9,22.5,20,89,68.8,41,10,3,0,29.8,29.7,29.6,0
14/03/2002,35,29.4,26.1,25,23.2,22.2,89,71,47,9,3.2,0,29.8,29.8,29.6,0
15/03/2002,33.9,27.9,25,26.1,24.3,22.8,94,82.5,52,8,1.7,0,29.8,29.7,29.6,0
16/03/2002,32.8,28.7,25,26.1,24.8,22.8,94,80.9,59,10,3.9,0,29.8,29.7,29.6,0
17/03/2002,33.9,28.9,26.1,25,24.2,22.8,94,77.6,52,9,2.5,0,29.8,29.7,29.6,0
18/03/2002,36.1,29.7,25,23.9,22.8,18.9,89,70,37,12,3.6,0,29.8,29.7,29.6,0
19/03/2002,35,28.2,23.9,25,22.5,20,100,75.2,41,13,4.1,0,29.8,29.7,29.6,0
20/03/2002,32.2,27.7,23.9,23.9,22.9,22.2,94,77,55,8,2.7,0,29.8,29.7,29.6,0
21/03/2002,35,28.3,23.9,25,23.3,22.2,94,76.1,49,13,3.3,0,29.8,29.7,29.6,0
22/03/2002,32.8,28.6,25,25,24.1,22.8,94,78.3,59,12,4.8,0,29.8,29.7,29.6,0
23/03/2002,35,30,26.1,25,24.2,23.9,89,72.6,53,8,4.3,0,29.7,29.6,29.5,0
24/03/2002,33.9,28.5,23.9,26.1,24.3,22.8,100,79.7,59,17,6.5,1,29.7,29.6,29.5,0
25/03/2002,32.8,28.3,26.1,26.1,25.3,23.9,100,85,63,13,3.2,0,29.7,29.6,29.6,0
26/03/2002,33.9,29.2,26.1,26.1,25.1,23.9,94,79.5,56,12,3.6,0,29.7,29.7,29.6,0
27/03/2002,33.9,29.1,27.2,26.1,25.6,25,94,82.2,59,8,2.8,0,29.7,29.7,29.6,0
28/03/2002,33.9,28.5,26.1,26.1,24.9,23.9,94,82.4,59,12,2.6,0,29.8,29.7,29.6,0
29/03/2002,35,29,26.1,25,23.8,22.2,89,75.8,52,12,3.3,0,29.8,29.7,29.6,0
30/03/2002,33.9,29,25,25,24.1,22.8,100,76.4,56,12,5.5,0,29.8,29.7,29.6,0
31/03/2002,35,28.1,25,25,24.1,22.2,94,80.8,49,10,4.1,0,29.8,29.7,29.6,0
1/04/2002,32.8,28.2,23.9,25,24,22.8,94,79.5,55,14,5.8,0,29.9,29.8,29.7,0
2/04/2002,35,29.3,25,25,23.8,18.9,94,74.7,41,14,4.9,0,29.8,29.8,29.7,0
3/04/2002,33.9,28.3,25,25,23.5,22.2,94,77.2,52,14,4,0,29.8,29.7,29.6,0
4/04/2002,35,29,23.9,25,23.2,22.2,94,73.2,47,12,3.8,0,29.7,29.6,29.6,0
5/04/2002,35,28.3,23.9,25,23.8,22.2,100,79,47,13,3.9,0,29.7,29.7,29.6,0
6/04/2002,32.8,27.9,25,26.1,24.6,23.9,100,83.2,59,9,4.1,0,29.8,29.7,29.6,0
7/04/2002,33.9,27.8,23.9,26.1,24.3,22.8,94,83.2,56,14,4.5,0,29.8,29.7,29.6,0
8/04/2002,31.1,27.4,23.9,25,24.1,22.8,94,83.4,62,13,4.9,0,29.8,29.7,29.7,0
9/04/2002,32.8,28.4,25,25,24.2,22.2,94,79.3,59,13,3.8,0,29.8,29.7,29.6,0
10/04/2002,31.1,27,23.9,23.9,21,-17.8,94,75.5,0,9,4.5,1,29.8,28.4,0,0
11/04/2002,32.8,28.2,23.9,25,23.8,22.8,94,78.5,59,12,3.2,0,29.7,29.7,29.6,0
